Stories,,,,
Sales by Items By Group,,,,
OREO CREAM YOGHURT X-LARGE,,0.0,0.00,
MANGO YOGHURT SMALL,,79.0,"22,416.67",
MANGO YOGHURT COMBO SMALL,,3024.5,"954,850.00",
MANGO YOGHURT MEDIUM,,19.5,"6,233.33",
MANGO YOGHURT COMBO MEDIUM,,1430.1,"564,840.00",
MANGO YOGHURT COMBO X-LARGE,,101.5,"53,366.67",
PISTACHIO YOGHURT SMALL,,1.0,"400.00",
19-Jan-26,Years:2025 Months:0,,Page 68 of, 359
Description,Barcode,Qty,Total Amount,
PISTACHIO YOGHURT COMBO SMALL,,36.0,"13,000.00",
PISTACHIO YOGHURT COMBO MEDIUM,,16.0,"8,000.00",
PISTACHIO YOGHURT COMBO X-LARGE,,4.0,"2,533.33",
LOTUS YOGHURT SMALL,,9.5,"2,666.67",
LOTUS YOGHURT MEDIUM,,1.0,"333.33",
LOTUS YOGHURT COMBO SMALL,,235.5,"66,466.67",
LOTUS YOGHURT COMBO MEDIUM,,118.5,"46,850.00",
LOTUS YOGHURT COMBO X-LARGE,,5.5,"2,883.33",
POMEGRANATE YOGHURT SMALL,,25.5,"7,550.00",
POMEGRANATE YOGHURT COMBO SMALL,,645.6,"192,700.00",
POMEGRANATE YOGHURT COMBO MEDIUM,,257.9,"102,460.00",
POMEGRANATE YOGHURT MEDIUM,,6.0,"2,000.00",
POMEGRANATE YOGHURT COMBO X-LARGE,,26.0,"13,683.33",
TASTING CUP MANGO,,77.0,0.00,
TASTING CUP CHOCOLATE,,70.0,0.00,
TASTING CUP POMEGRANATE,,73.0,0.00,
TASTING CUP SPECULOSE LOTUS,,37.0,0.00,
TASTING CUP ORIGINAL YOUGHURT,,80.5,0.00,
BLUEBERRY YOGHURT SMALL,,30.5,"9,116.67",
BLUEBERRY YOGHURT COMBO SMALL,,1543.6,"494,483.33",
BLUEBERRY YOGHURT MEDIUM,,7.0,"2,333.33",
BLUEBERRY YOGHURT COMBO MEDIUM,,681.3,"272,070.00",
BLUEBERRY YOGHURT X-LARGE,,1.0,"466.67",
BLUEBERRY YOGHURT COMBO X-LARGE,,63.5,"33,816.67",
TASTING CUP BLUEBERRY,,88.0,0.00,
TASTING CUP PISTACHIO,,6.0,0.00,
Total by Group: FROZEN YOGHURT,,12197.1999999999,"4,035,470.00",
Total by Division: FROZEN YOGHURT,,55546.2,"4,429,736.67",
Division: SANDWICHES,,,,
Group: SUB SANDWICHES,,,,
TUNA SUB,,5.0,"1,833.33",
VEGGIE SUB,,245.0,"1,100.00",
TURKEY & CHEESE SUB,,134.0,"49,133.33",
CHICKEN TERIAKI SUB,,75.0,"27,500.00",
BROWN CHICKEN TERIAKI SUB,,70.0,"28,000.00",
BROWN TUNA SUB,,5.0,"2,000.00",
BROWN TURKEY & CHEESE SUB,,95.0,"38,000.00",
19-Jan-26,Years:2025 Months:0,,Page 69 of, 359
Description,Barcode,Qty,Total Amount,
BROWN VEGGIE SUB,,2.0,"800.00",
PESTO HALLOUMI SUB,,105.0,"31,500.00",
LABNEH SUB,,29.0,"2,666.67",
BROWN LABNEH SUB,,34.0,"10,200.00",
BROWN PESTO HALLOUMI SUB,,160.0,"53,333.33",
BROWN CHICKEN CAESAR SANDWICH,,53.0,"26,500.00",
CHICKEN CAESAR SANDWICH,,47.0,"21,933.33",
Total by Group: SUB SANDWICHES,,1059.0,"294,500.00",
Total by Division: SANDWICHES,,1059.0,"294,500.00",
Division: CINNAMON ROLLS,,,,
Group: CINNAMONS,,,,
CLASSIC CINNAMON ROLL LARGE,,1088.0,"318,333.33",
CHOCOLATE ROLL LARGE,,305.0,"66,666.67",
EXTRA CREAM CHEESE FROSTING MIX,,93.0,"3,100.00",
LOTUS ROLL,,5.0,"1,833.33",
Total by Group: CINNAMONS,,1491.0,"389,933.33",
Total by Division: CINNAMON ROLLS,,1491.0,"389,933.33",
Division: CARTON,,,,
Group: PACKAGING,,,,
CARTON HANDLE BAG,,65.0,0.00,
SMALL DESSERT BOX(1PCS),,36.0,0.00,
LARGE DESSERT BOX(4PCS),,1.0,0.00,
Total by Group: PACKAGING,,102.0,0.00,
Total by Division: CARTON,,102.0,0.00,
Division: NOT USED,,,,
Group: NOT USED,,,,
TUNA PASTA SALAD/NOT USED,,1.0,"466.67",
QUINOA SALAD/NOT USED,,1.0,"466.67",
CHOCOLATE PLUS,,243.0,"24,300.00",
CHICKEN BREAST SUB,,1.0,"366.67",
PRUNELLE THYME CROISSANT/NOT USED,,140.0,"28,000.00",
PRUNELLE CHEESE CROISSANT/NOT USED,,258.0,"51,533.33",
PRUNELLE CHOCOLATE CROISSANT/NOT USED,,187.0,"37,333.33",
BROWN CHICKEN BREAST SUB,,1.0,"400.00",
BROWN ROAST BEEF SUB/NOT USED,,1.0,"400.00",
BROWN SALAMI & PEPPERONI SUB/NOT USED,,1.0,"400.00",
TIRAMISU ROLL/not used,,6.0,"2,200.00",
19-Jan-26,Years:2025 Months:0,,Page 70 of, 359
Description,Barcode,Qty,Total Amount,
ROCCA SALAD (GRAB&GO),,6.0,"2,666.67",
STEVIA SUGAR SACHET/NOT USED,,104.0,0.00,
POMEGRANATE CUP/NOT USED,,108.0,"21,600.00",
COCONUT CUP/NOT USED,,97.0,"19,400.00",
NY STYLE COOKIE -PISTACHIO,,8.0,"2,666.67",
PASSION FRUIT YOGHURT SMALL/NOT USED,,1.5,"450.00",
PASSION FRUIT YOGHURT MEDIUM/NOT USED,,0.5,"166.67",
TASTING CUP PASSION FRUIT/NOT USED,,2.0,0.00,
PASSION FRUIT YOGHURT COMBO SMALL/NOT USED,,47.5,"15,833.33",
PASSION FRUIT YOGHURT COMBO MEDIUM/NOT USED,,17.5,"7,000.00",
JOYCREAM FRUIT ROUGES,,279.0,"27,900.00",
BROWN FILET STEAK SANDWICH,,9.0,"4,500.00",
FILET STEAK SANDWICH,,17.0,"7,933.33",
NY STYLE COOKIE/NOT USED,,3.0,"1,000.00",
GRILLED VEGGIE SUB,,56.0,"933.33",
BROWN GRILLED VEGGIE SUB,,1.0,"500.00",
FRIKEH LENTIL SALAD (GRAP&GO),,1.0,"466.67",
LEBANESE SALAD (GRAB&GO),,4.0,"1,866.67",
ADD STEAK,,15.0,"2,000.00",
LYCHEE BOBA/NOT USED,,6.0,0.00,
STRAWBERRY BOBA/NOT USED,,12.0,0.00,
GRANELLA DI BISCOTTO COMBO,,254.0,0.00,
KROCCO MILK,,1.0,"100.00",
COOKIES & MILK,,189.0,"18,900.00",
VALENTINE HOT CHOCOLATE/NOT USED,,40.0,"14,666.67",
GRANELLA DI BISCOTTO,,3.0,"300.00",
NUTELLA ROLL,,309.0,"113,300.00",
ARABESCHI PISTACHIO CRYSTAL,,62.0,"6,200.00",
BROWN ASIAN CRAB SANDWICH,,1.0,"400.00",
Total by Group: NOT USED,,2494.0,"416,616.67",
Total by Division: NOT USED,,2494.0,"416,616.67",
Division: SUBS,,,,
Group: ADD ONS,,,,
ADD SMOKED TURKEY,,29.0,"2,900.00",
ADD CHEDDAR CHEESE,,4.0,"266.67",
ADD TUNA,,1.0,"133.33",
ADD CHICKEN,,51.0,"6,766.67",
19-Jan-26,Years:2025 Months:0,,Page 71 of, 359
Description,Barcode,Qty,Total Amount,
ADD HALLOUM CHEESE,,16.0,"1,600.00",
Total by Group: ADD ONS,,101.0,"11,666.67",
Total by Division: SUBS,,101.0,"11,666.67",
Division: GRAB&GO FOOD,,,,
Group: PACKAGED FOOD,,,,
FREEZE DROPS STRAWBERRY,,412.0,"82,400.00",
MEDIUM CHIPS,,221.0,"14,733.33",
Total by Group: PACKAGED FOOD,,633.0,"97,133.33",
Group: SALADS,,,,
GREEK SALAD (GRAB&GO),,14.0,"6,533.33",
QUINOA SALAD (GRAB&GO),,9.0,"4,200.00",
TUNA PASTA SALAD (GRAB&GO),,32.0,"14,933.33",
ASIAN SALAD (GRAB&GO),,18.0,"8,400.00",
Total by Group: SALADS,,73.0,"34,066.67",
Group: FRUITS,,,,
PINEAPPLE CUP,,17.0,"6,233.33",
BOUMALI CUP,,115.0,"23,000.00",
Total by Group: FRUITS,,132.0,"29,233.33",
Total by Division: GRAB&GO FOOD,,838.0,"160,433.33",
Division: DONUTS,,,,
Group: DONUTS,,,,
PISTACHIO CREAM DOUGHNUTS,,98.0,"19,600.00",
BOSTON CREAM DONUT,,102.0,"20,400.00",
OREO DOUGHNUTS,,102.0,"20,400.00",
HAZELNUT DOUGHNUTS,,105.0,"21,000.00",
STRAWBERRY DOUGHNUTS,,72.0,"14,400.00",
LOTUS DOUGHNUTS,,115.0,"23,000.00",
KINDER DOUGHNUTS,,110.0,"22,000.00",
Total by Group: DONUTS,,704.0,"140,800.00",
Total by Division: DONUTS,,704.0,"140,800.00",
Total by Branch: Stories.,,"121,530.70","14,697,863.33",
Branch: Stories Ain El Mreisseh,,,,
Division: HOT BAR SECTION,,,,
Group: BLACK COFFEE,,,,
ESPRESSO,,9454.0,"1,472,911.74",
DOUBLE ESPRESSO,,9752.0,"1,810,704.15",
AMERICANO SMALL,,3856.0,"730,693.70",
19-Jan-26,Years:2025 Months:0,,Page 72 of, 359
Description,Barcode,Qty,Total Amount,
AMERICANO MEDIUM,,2865.0,"630,112.01",
AMERICANO LARGE,,540.0,"132,252.67",
BLACK COFFEE SMALL,,8001.0,"1,313,887.38",
BLACK COFFEE MEDIUM,,4686.0,"939,671.48",
BLACK COFFEE LARGE,,797.0,"185,491.89",
SINGLE ESPRESSO MACC,,284.0,"43,564.17",
DOUBLE ESPRESSO MAC,,331.0,"60,864.86",
TRIPLE ESPRESSO,,265.0,"26,749.67",
SINGLE LONGO,,929.0,"164,331.77",
DOUBLE LONGO,,654.0,"120,584.14",
Total by Group: BLACK COFFEE,,42414.0,"7,631,819.64",
Group: MIXED HOT BEVERAGE,,,,
LATTE SMALL,,10442.0,"2,011,079.65",
LATTE MEDIUM,,12020.0,"2,714,020.35",
CAPPUCCINO SMALL,,5099.0,"998,800.00",
CAPPUCCINO MEDIUM,,4952.0,"1,119,011.47",
MOCHA SMALL,,1587.0,"346,403.06",
MOCHA MEDIUM,,2253.0,"581,079.04",
WHITE MOCHA SMALL,,7091.0,"1,262,017.80",
WHITE MOCHA MEDIUM,,7566.0,"1,947,621.63",
CARAMEL MACHIATO SMALL,,2129.0,"475,259.52",
CARAMEL MACHIATO MEDIUM,,3685.0,"947,309.91",
SIGNATURE HOT CHOCOLATE SMALL,,3791.0,"861,704.50",
SIGNATURE HOT CHOCOLATE MEDIUM,,4232.0,"1,125,172.38",
STEAMED MILK SMALL,,150.0,"19,101.50",
STEAMED MILK MEDIUM,,105.0,"17,570.57",
LATTE LARGE,,1474.0,"391,584.39",
MOCHA  LARGE,,249.0,"74,340.54",
CAPPUCCINO LARGE,,628.0,"166,714.72",
STEAMED MILK LARGE,,13.0,"2,583.78",
WHITE MOCHA LARGE,,1189.0,"354,109.61",
CARAMEL MACCHIATO LARGE,,292.0,"87,012.31",
MATCHA LATTE SMALL,,862.0,"168,306.31",
MATCHA LATTE MEDIUM,,1271.0,"286,481.26",
MATCHA LATTE LARGE,,223.0,"59,272.07",
FLAT WHITE,,5200.0,"903,026.85",
HOT DOUBLE SHOT SMALL,,985.0,"180,235.13",
HOT DOUBLE SHOT MEDIUM,,1213.0,"322,520.12",
19-Jan-26,Years:2025 Months:0,,Page 73 of, 359
Description,Barcode,Qty,Total Amount,
HOT DOUBLE SHOT LARGE,,59.0,"19,468.47",
TOFFEE NUT LATTE MEDIUM,,1165.0,"311,358.56",
TOFFEE NUT LATTE SMALL,,688.0,"160,705.41",
CLASSIC HOT CHOC SMALL,,274.0,"62,466.01",
CLASSIC HOT CHOC MEDIUM,,321.0,"84,737.66",
HOT DOUBLE SHOT TOFFEE NUT SMALL,,13.0,"3,452.25",
HOT DOUBLE SHOT TOFFEE NUT MEDIUM,,36.0,"10,731.53",
CLASSIC HOT CHOC LARGE,,16.0,"4,714.41",
SPANISH LATTE SMALL,,2512.0,"597,214.24",
SPANISH LATTE MEDIUM,,3931.0,"1,155,538.74",
SALTED CARAMEL LATTE SMALL,,373.0,"83,061.26",
SALTED CARAMEL LATTE MEDIUM,,502.0,"132,821.62",
SALTED CARAMEL LATTE LARGE,,64.0,"20,963.96",
SIGNATURE HOT CHOCOLATE LARGE,,287.0,"85,506.61",
TOFFEE NUT LATTE LARGE,,136.0,"45,228.23",
Total by Group: MIXED HOT BEVERAGE,,89078.0,"20,200,307.43",
Group: TEA,,,,
ENGLISH BREAKFAST TEA MEDIUM,,1245.0,"194,948.95",
EARL GREY LAVENDER TEA MEDIUM,,838.0,"138,301.80",
ORGANIC GREEN TEA MEDIUM,,1256.0,"208,974.47",
SOUTHERN MINT HERBAL TEA MEDIUM,,726.0,"121,096.10",
ADD ENGLISH BREAKFAST TEA BAG,,35.0,"1,279.88",
ADD EARL GREY LAVENDER  BAG,,9.0,"352.25",
ADD GREEN TEA BAG,,18.0,"827.93",
ADD SOUTHERN MINT HERBAL TEA BAG,,8.0,"301.50",
GOLDEN CHAMOMILE HERBAL TEA MEDIUM,,636.0,"105,653.15",
SWEET GINGER PEACH BLACK TEA MEDIUM,,298.0,"49,150.15",
ADD GOLDEN CHAMOMILE HERBAL TEA BAG,,12.0,"460.96",
ADD SWEET GINGER PEACH BLACK  TEA BAG,,6.0,"234.83",
BOMBAY CHAI BLACK TEA MEDIUM,,364.0,"59,003.00",
ADD BOMBAY CHAI TEA BAG,,6.0,"226.13",
MEDITERRANEAN CARAMEL TEA MEDIUM,,123.0,"20,644.14",
LEMONGRASS&ORANGE TEA MEDIUM,,228.0,"38,253.75",
ADD MEDITERRANEAN CARAMEL TEA BAG,,33.0,"1,387.39",
ADD LEMONGRASS&ORANGE TEA BAG,,6.0,"252.25",
Total by Group: TEA,,5847.0,"941,348.65",
Group: BEANS,,,,
19-Jan-26,Years:2025 Months:0,,Page 74 of, 359
Description,Barcode,Qty,Total Amount,
YIRGACHEFFE BEANS 250G,,14.0,"9,069.07",
HOUSE BLEND BEANS 250G,,113.0,"58,363.96",
AMERICAN COFFEE BEANS 250G,,17.0,"8,168.17",
Total by Group: BEANS,,144.0,"75,601.20",
Total by Division: HOT BAR SECTION,,137483.0,"28,849,076.92",
Division: COLD BAR SECTION,,,,
Group: MIXED COLD BEVERAGES,,,,
ICED AMERICANO SMALL,,1071.0,"213,463.12",
ICED AMERICANO MEDIUM,,1903.0,"434,082.70",
ICED LATTE SMALL,,4023.0,"761,075.68",
ICED LATTE MEDIUM,,10250.0,"2,361,682.18",
ICED MOCHA SMALL,,566.0,"116,718.92",
ICED MOCHA MEDIUM,,1791.0,"475,346.55",
ICED WHITE MOCHA SMALL,,2596.0,"541,086.48",
ICED WHITE MOCHA MEDIUM,,6553.0,"1,739,778.99",
ICED AMERICANO LARGE,,347.0,"91,298.14",
ICED LATTE LARGE,,1347.0,"357,169.97",
ICED MOCHA LARGE,,259.0,"76,718.62",
ICED WHITE MOCHA LARGE,,1660.0,"492,425.52",
DOUBLE SHOT SHAKEN MEDIUM,,3166.0,"741,550.87",
DOUBLE SHOT SHAKEN LARGE,,423.0,"112,271.47",
ICED MATCHA LATTE SMALL,,1650.0,"327,019.82",
ICED MATCHA LATTE MEDIUM,,4826.0,"1,111,389.49",
ICED MATCHA LATTE LARGE,,1140.0,"302,094.90",
DOUBLE SHOT SHAKEN SMALL,,2533.0,"283,655.86",
ICED CARAMEL MACCHIATO SMALL,,1157.0,"262,025.52",
ICED CARAMEL MACCHIATO MEDIUM,,3562.0,"945,809.01",
ICED CARAMEL MACCHIATO LARGE,,398.0,"118,213.21",
ICED TOFFEE NUT LATTE SMALL,,47.0,"11,014.11",
ICED TOFFEE NUT LATTE MEDIUM,,151.0,"40,327.93",
ICED CLASSIC CHOC MEDIUM,,424.0,"112,658.26",
ICED CLASSIC CHOC SMALL,,234.0,"52,963.66",
BLUE NADE,,1900.0,"502,757.96",
ICED DOUBLE SHOT TOFFEE NUT SMALL,,3.0,"720.00",
ICED DOUBLE SHOT TOFFEE NUT MEDIUM,,27.0,"7,094.29",
SIGNATURE ICED CHOCOLATE SMALL,,62.0,"14,150.15",
SIGNATURE ICED CHOCOLATE MEDIUM,,110.0,"29,069.07",
ICED DOUBLE SHOT TOFFEE NUT ,,6.0,"1,740.54",
19-Jan-26,Years:2025 Months:0,,Page 75 of, 359
Description,Barcode,Qty,Total Amount,
LARGE,,,,
ICED TOFFEE NUT LATTE LARGE,,19.0,"6,201.20",
ICED CLASSIC CHOC LARGE,,21.0,"6,231.53",
SIGNATURE ICED CHOCOLATE LARGE,,19.0,"5,591.59",
ICED SPANISH LATTE SMALL,,2568.0,"612,050.09",
ICED SPANISH LATTE MEDIUM,,7084.0,"2,064,862.52",
ICED SALTED CARAMEL LATTE SMALL,,283.0,"64,230.63",
ICED SALTED CARAMEL LATTE MEDIUM,,781.0,"206,762.76",
ICED SALTED CARAMEL LATTE LARGE,,91.0,"27,954.95",
COLD BREW BOTTLE,,1445.0,"248,678.68",
Total by Group: MIXED COLD BEVERAGES,,66496.0,"15,879,936.98",
Group: BLENDED BRINKS,,,,
COFFEE FRAPPE SMALL,,438.0,"82,365.77",
COFFEE FRAPPE MEDIUM,,1062.0,"235,174.78",
CARAMEL FRAPP SMALL,,3869.0,"880,111.11",
CARAMEL FRAPP MEDIUM,,12842.0,"3,416,663.32",
CARAMEL FRAPP LARGE,,1511.0,"469,124.44",
COFFEE FRAPP LARGE,,149.0,"36,932.13",
MOCHA FRAPP SMALL,,1262.0,"272,064.57",
MOCHA FRAPP MEDIUM,,3729.0,"975,710.51",
MOCHA FRAPP LARGE,,571.0,"163,412.61",
ESPRESSO FRAPP SMALL,,516.0,"95,585.59",
ESPRESSO FRAPP MEDIUM,,1464.0,"319,355.56",
ESPRESSO FRAPP LARGE,,205.0,"51,019.82",
VANILLA CREAM FRAPP SMALL,,612.0,"133,115.62",
VANILLA CREAM FRAPP MEDIUM,,1114.0,"285,415.02",
VANILLA CREAM FRAPP LARGE,,144.0,"41,122.82",
WHITE MOCHA FRAPP SMALL,,324.0,"71,318.02",
WHITE MOCHA FRAPP MEDIUM,,1117.0,"286,392.79",
WHITE MOCHA FRAPP LARGE,,127.0,"36,379.58",
WHITE MOCHA CREAM FRAPP SMALL,,96.0,"21,103.00",
WHITE MOCHA CREAM FRAPP MEDIUM,,324.0,"82,881.68",
CHOCOLATE CREAM FRAPP MEDIUM,,2757.0,"733,607.21",
CHOCOLATE CREAM FRAPP LARGE,,333.0,"94,381.38",
WHITE MOCHA CREAM FRAPP LARGE,,50.0,"14,228.53",
CHOCOLATE CREAM FRAP SMALL,,1458.0,"323,270.57",
CARAMEL CREAM  FRAPP MEDIUM,,2176.0,"579,120.72",
CARAMEL CREAM  FRAPP LARGE,,265.0,"82,248.41",
19-Jan-26,Years:2025 Months:0,,Page 76 of, 359
Description,Barcode,Qty,Total Amount,
CARAMEL CREAM FRAPP SMALL,,1306.0,"286,178.08",
MATCHA CREAM  FRAPP SMALL,,550.0,"121,488.89",
MATCHA CREAM FRAPP MEDIUM,,1488.0,"381,145.95",
MATCHA CREAM FRAPP LARGE,,287.0,"81,321.02",
STRAWBERRY CREAM FRAPP SMALL,,2086.0,"457,062.46",
STRAWBERRY CREAM FRAPP MEDIUM,,3719.0,"989,748.95",
STRAWBERRY CREAM FRAPP LARGE,,451.0,"129,012.31",
VANILLA FRAP SMALL,,140.0,"30,493.09",
VANILLA FRAPP MEDIUM,,381.0,"96,898.50",
VANILLA FRAPP LARGE,,45.0,"12,609.61",
HAZELNUT FRAPP SMALL,,39.0,"8,196.10",
HAZELNUT FRAPP MEDIUM,,70.0,"17,477.48",
HAZELNUT FRAPP LARGE,,16.0,"4,472.97",
TOFFEENUT FRAP SMALL,,36.0,"8,945.05",
TOFFEENUT FRAP MEDIUM,,74.0,"21,229.01",
TOFFEENUT CREAM  FRAP SMALL,,9.0,"2,260.96",
TOFFEENUT CREAM  FRAP MEDIUM,,30.0,"8,615.50",
TOFFEENUT CREAM  FRAP LARGE,,7.0,"2,201.20",
TOFFEENUT FRAP LARGE,,8.0,"2,468.47",
SALTED CARAMEL FRAPPE SMALL,,267.0,"65,094.53",
SALTED CARAMEL CREAM FRAPPE SMALL,,78.0,"19,213.69",
SALTED CARAMEL CREAM FRAPPE MEDIUM,,240.0,"66,897.12",
SALTED CARAMEL CREAM FRAPPE LARGE,,34.0,"10,474.47",
SALTED CARAMEL FRAPPE MEDIUM,,867.0,"238,239.64",
SALTED CARAMEL FRAPPE LARGE,,115.0,"35,162.16",
STRAWBERRY SHAKE,,7.0,"2,312.31",
Total by Group: BLENDED BRINKS,,50865.0,"12,881,325.09",
Group: ICE TEA,,,,
ICED PEACH TEA  SMALL,,1779.0,"116,031.83",
ICED PEACH TEA  MEDIUM,,1590.0,"390,385.59",
ICED LEMON TEA  SMALL,,1.0,"210.21",
ICED LEMON TEA  MEDIUM,,3.0,"747.15",
ICED RASPBERRY TEA  SMALL,,2.0,"233.33",
ICED RASPBERRY TEA  MEDIUM,,3.0,"800.00",
ICED LEMON TEA LARGE,,1.0,"270.27",
ICED PEACH TEA LARGE,,415.0,"114,540.54",
Total by Group: ICE TEA,,3794.0,"623,218.92",
Group: ADD SYRUP,,,,
19-Jan-26,Years:2025 Months:0,,Page 77 of, 359
Description,Barcode,Qty,Total Amount,
ADD CARAMEL SMALL,,2743.0,"86,679.28",
ADD VANILLA SMALL,,2334.0,"73,579.88",
ADD HAZELNUT SMALL,,703.0,"21,638.14",
ADD CARAMEL MEDIUM,,6339.0,"202,688.30",
ADD VANILLA MEDIUM,,4797.0,"152,332.14",
ADD HAZELNUT MEDIUM,,1208.0,"38,651.38",
ADD SHOT,,16994.5,"579,668.31",
ADD WHIPPED CREAM,,808.0,"26,074.48",
ADD MOCHA SMALL,,155.0,"4,755.26",
ADD WHITE MOCHA SMALL,,4080.0,"82,338.74",
ADD CARAMEL DRIZZLE,,2771.0,"90,815.32",
ADD CHOCOLATE DRIZZLE,,880.0,"28,751.65",
ADD CARAMEL LARGE,,669.0,"21,361.86",
ADD VANILLA LARGE,,1602.0,"50,575.68",
ADD HAZELNUT LARGE,,155.0,"4,948.65",
ADD CARAMEL SF MEDIUM,,2942.0,"92,930.04",
ADD CARAMEL SF LARGE,,469.0,"14,609.31",
ADD VANILLA SF SMALL,,2440.0,"75,504.21",
ADD VANILLA SF MEDIUM,,4562.0,"143,778.69",
ADD VANILLA SF LARGE,,861.0,"26,846.85",
ADD CARAMEL SF SMALL,,1377.0,"43,160.66",
ADD YIRGACHEFFE SHOT,,1240.0,"41,487.99",
REPLACE 1 SHOT YIRGACHEFFE,,4463.0,"294,963.36",
REPLACE 2 SHOT YIRGACHEFFE,,944.0,"59,966.97",
REPLACE 3 SHOT YIRGACHEFFE,,244.0,"15,328.53",
NO WHIPPED CREAM,,228.0,0.00,
ADD WHITE MOCHA MEDIUM,,4402.0,"141,646.25",
ADD WHITE MOCHA LARGE,,489.0,"15,441.14",
1 SHOT DECAFE,,2439.0,0.00,
2 SHOT DECAFE,,3771.0,0.00,
3 SHOT DECAFE,,818.0,0.00,
ADD MOCHA LARGE,,55.0,"1,744.14",
ADD MOCHA MEDIUM,,305.0,"9,885.89",
STRAWBERRY DRIZZLE TOPPING,,787.0,"25,546.25",
ADD TOFFEE NUT SMALL,,23.0,"713.81",
ADD TOFFEE NUT MEDIUM,,34.0,"1,087.09",
ADD BANANA SAUCE SMALL,,91.0,"3,000.30",
ADD BANANA SAUCE MEDIUM,,154.0,"5,054.05",
19-Jan-26,Years:2025 Months:0,,Page 78 of, 359
Description,Barcode,Qty,Total Amount,
ADD BANANA SAUCE LARGE,,8.0,"533.33",
ADD RASPBERRY SAUCE SMALL,,84.0,"2,800.00",
ADD RASPBERRY SAUCE MEDIUM,,168.0,"5,600.00",
ADD RASPBERRY SAUCE LARGE,,6.0,"400.00",
ADD MATCHA SMALL,,2.0,"90.09",
ADD MATCHA MEDIUM,,19.0,"1,027.03",
ADD MATCHA LARGE,,4.0,"240.24",
Total by Group: ADD SYRUP,,79667.5,"2,488,245.28",
Group: REPLACE,,,,
REPLACE ALMOND SMALL,,1453.0,"134,372.61",
REPLACE ALMOND MEDIUM,,2344.0,"276,102.58",
REPLACE COCONUT SMALL,,1268.0,"114,202.34",
REPLACE COCONUT MEDIUM,,2403.0,"226,097.36",
REPLACE SKIMMED MILK SMALL,,4832.0,0.00,
REPLACE SKIMMED MILK MEDIUM,,7477.0,0.00,
REPLACE LACTOSE FREE SMALL,,2826.0,0.00,
REPLACE LACTOSE FREE MEDIUM,,4855.0,0.00,
REPLACE SUGAR FREE OAT MEDIUM,,685.0,"86,338.74",
REPLACE SUGAR FREE OAT SMALL,,511.0,"48,860.36",
REPLACE SUGAR FREE SOYA SMALL,,142.0,"13,664.87",
REPLACE SUGAR FREE SOYA MEDIUM,,195.0,"24,744.74",
REPLACE SUGAR FREE ALMOND SMALL,,237.0,"22,381.98",
REPLACE SUGAR FREE ALMOND MEDIUM,,464.0,"59,210.81",
REPLACE ALMOND LARGE,,369.0,"52,682.88",
REPLACE COCONUT LARGE,,466.0,"45,756.94",
REPLACE LACTOSE FREE LARGE,,636.0,0.00,
REPLACE SKIMMED MILK LARGE,,1212.0,0.00,
REPLACE SUGAR FREE ALMOND LARGE,,54.0,"8,521.02",
REPLACE SUGAR FREE OAT LARGE,,91.0,"14,390.39",
REPLACE SUGAR FREE SOYA LARGE,,48.0,"7,653.15",
ADD FULL FAT MILK,,150.0,0.00,
ADD SKIMMED MILK,,48.0,0.00,
Total by Group: REPLACE,,32766.0,"1,134,980.79",
Total by Division: COLD BAR SECTION,,233588.5,"33,007,707.06",
Division: GRAB&GO BEVERAGES,,,,
Group: SOFT DRINKS,,,,
WATER,,71906.0,"2,695,662.40",
19-Jan-26,Years:2025 Months:0,,Page 79 of, 359
Description,Barcode,Qty,Total Amount,
ORANGE JUICE,,2538.0,"424,966.97",
LEMON JUICE,,871.0,"145,855.86",
MAWARDI JUICE,,632.0,"105,798.80",
APPLE JUICE,,671.0,"112,336.34",
POMEGRANATE JUICE,,813.0,"136,088.59",
SAN BENEDETTO CLEMENTINE 330ML/24,,1021.0,"170,894.89",
SAN BENEDETTO GLASS 250ML/24,,594.0,"80,578.98",
SAN BENEDETTO LEMON 330ML/24,,972.0,"162,771.77",
RIM SPARKLING WATER-250 ML,,2320.0,"149,499.46",
Total by Group: SOFT DRINKS,,82338.0,"4,184,454.05",
Total by Division: GRAB&GO BEVERAGES,,82338.0,"4,184,454.05",
Division: COFFEE PASTRY,,,,
Group: COFFEE PASTRY,,,,
DOUBLE CHOCOLATE MUFFIN,,1830.0,"364,405.41",
ORANGE CAKE,,1454.0,"416,132.43",
RED VELVET CAKE,,1109.0,"332,907.51",
BROWNIES CAKE,,1909.0,"298,710.21",
LAZY CAKE,,2603.0,"811,351.65",
BLUEBERRY CHEESE CAKE,,1283.0,"458,762.76",
FRAMBOISE CHEESE CAKE,,812.0,"288,867.87",
LOTUS CHEESE CAKE,,964.0,"345,753.76",
CHOCOLATE MUFFIN,,92.0,"17,329.73",
CARROT CAKE,,816.0,"231,183.79",
VANILLA MUFFIN,,0.0,0.00,
BLUEBERRY MUFFIN,,1119.0,"222,763.96",
APRICOT SABLE,,802.0,"190,082.58",
CHOCOLATE SABLE,,1327.0,"314,495.80",
RED VELVET MUFFIN_,,117.0,"23,250.45",
Total by Group: COFFEE PASTRY,,16237.0,"4,315,997.91",
Total by Division: COFFEE PASTRY,,16237.0,"4,315,997.91",
Division: CROISSANT,,,,
Group: CROISSANT,,,,
CHEESE CROISSANT,,3525.0,"721,224.03",
THYME CROISSANT,,1582.0,"301,772.97",
