Stories,,,,,,,,,
Theoretical Profit By Item,,,,,,,,,
22-Jan-26,,,Years:2025 Month:0,,,,Page 1 of,, 396
Product Desc,Qty,Total Price,,Total Cost,Total Cost %,Total Profit,,Total Profit %,
Stories - Bir Hasan,,,,,,,,,
TAKE AWAY,,,,,,,,,
BEVERAGES,,,,,,,,,
COLD BAR SECTION,,,,,,,,,
Product Desc,Qty,Total Price,,Total Cost,Total Cost %,Total Profit,,Total Profit %,
ICED DOUBLE SHOT TOFFEE NUT MEDIUM,2.00,"533.33",,"141.00",26.44,"392.33",,73.56,
ICED DOUBLE SHOT TOFFEE NUT SMALL,1.00,"240.00",,"47.23",19.68,"192.77",,80.32,
ICED LATTE LARGE,200.00,"57,225.23",,"9,450.41",16.51,"47,774.81",,83.49,
ICED LATTE MEDIUM,"1,506.00","366,552.25",,"61,743.91",16.84,"304,808.34",,83.16,
ICED LATTE SMALL,734.00,"141,254.05",,"18,093.00",12.81,"123,161.05",,87.19,
ICED MATCHA LATTE LARGE,113.00,"33,506.31",,"9,051.14",27.01,"24,455.17",,72.99,
ICED MATCHA LATTE MEDIUM,651.00,"162,800.90",,"42,013.66",25.81,"120,787.24",,74.19,
ICED MATCHA LATTE SMALL,296.00,"63,254.05",,"13,535.23",21.40,"49,718.83",,78.60,
ICED MOCHA LARGE,18.00,"6,248.65",,"1,134.16",18.15,"5,114.49",,81.85,
ICED MOCHA MEDIUM,162.00,"45,016.22",,"8,556.22",19.01,"36,460.00",,80.99,
ICED MOCHA SMALL,82.00,"20,083.78",,"2,667.31",13.28,"17,416.47",,86.72,
ICED PEACH TEA  MEDIUM,53.00,"14,414.41",,"2,520.94",17.49,"11,893.47",,82.51,
ICED PEACH TEA  SMALL,40.00,"5,448.65",,"1,416.98",26.01,"4,031.67",,73.99,
ICED PEACH TEA LARGE,20.00,"6,105.41",,"1,225.14",20.07,"4,880.26",,79.93,
ICED SALTED CARAMEL LATTE LARGE,11.00,"3,666.67",,"809.95",22.09,"2,856.72",,77.91,
ICED SALTED CARAMEL LATTE MEDIUM,61.00,"16,266.67",,"3,771.56",23.19,"12,495.11",,76.81,
ICED SALTED CARAMEL LATTE SMALL,22.00,"3,500.00",,"872.42",24.93,"2,627.58",,75.07,
ICED SPANISH LATTE MEDIUM,"1,052.00","317,546.85",,"58,629.96",18.46,"258,916.89",,81.54,
ICED SPANISH LATTE SMALL,609.00,"162,084.14",,"21,453.49",13.24,"140,630.65",,86.76,
ICED TOFFEE NUT LATTE LARGE,2.00,"666.67",,"155.71",23.36,"510.96",,76.64,
ICED TOFFEE NUT LATTE MEDIUM,16.00,"4,266.67",,"1,065.82",24.98,"3,200.85",,75.02,
ICED TOFFEE NUT LATTE SMALL,11.00,"2,566.67",,"498.04",19.40,"2,068.62",,80.60,
ICED WHITE MOCHA LARGE,322.00,"98,721.62",,"16,684.94",16.90,"82,036.68",,83.10,
ICED WHITE MOCHA MEDIUM,"1,397.00","375,387.39",,"62,057.52",16.53,"313,329.87",,83.47,
ICED WHITE MOCHA SMALL,633.00,"130,404.50",,"17,048.03",13.07,"113,356.47",,86.93,
MATCHA CREAM  FRAPP SMALL,52.00,"12,953.15",,"2,697.00",20.82,"10,256.15",,79.18,
MATCHA CREAM FRAPP LARGE,20.00,"6,421.62",,"1,510.08",23.52,"4,911.54",,76.48,
MATCHA CREAM FRAPP MEDIUM,112.00,"31,646.85",,"7,677.53",24.26,"23,969.32",,75.74,
MOCHA FRAPP LARGE,32.00,"10,021.62",,"2,409.80",24.05,"7,611.82",,75.95,
MOCHA FRAPP MEDIUM,190.00,"53,261.26",,"13,871.05",26.04,"39,390.21",,73.96,
MOCHA FRAPP SMALL,102.00,"24,367.57",,"5,885.42",24.15,"18,482.15",,75.85,
NO WHIPPED CREAM,11.00,0.00,,"-97.47",0.00,"97.47",,100.00,
REPLACE 1 SHOT YIRGACHEFFE,234.00,"15,600.00",,"439.80",2.82,"15,160.20",,97.18,
REPLACE 2 SHOT YIRGACHEFFE,114.00,"7,600.00",,"428.53",5.64,"7,171.47",,94.36,
REPLACE 3 SHOT YIRGACHEFFE,16.00,"1,066.67",,"90.22",8.46,"976.45",,91.54,
22-Jan-26,,,Years:2025 Month:0,,,,Page 65 of,, 396
Product Desc,Qty,Total Price,,Total Cost,Total Cost %,Total Profit,,Total Profit %,
REPLACE ALMOND LARGE,48.00,"6,665.59",,"2,685.00",40.28,"3,980.59",,59.72,
REPLACE ALMOND MEDIUM,361.00,"42,959.28",,"15,706.01",36.56,"27,253.27",,63.44,
REPLACE ALMOND SMALL,196.00,"19,734.05",,"6,090.97",30.87,"13,643.08",,69.13,
REPLACE COCONUT LARGE,26.00,"2,403.60",,"1,501.61",62.47,"901.99",,37.53,
REPLACE COCONUT MEDIUM,125.00,"12,408.65",,"5,615.01",45.25,"6,793.64",,54.75,
REPLACE COCONUT SMALL,103.00,"9,950.63",,"3,304.83",33.21,"6,645.80",,66.79,
REPLACE LACTOSE FREE LARGE,31.00,0.00,,"520.22",0.00,"-520.22",,100.00,
REPLACE LACTOSE FREE MEDIUM,710.00,0.00,,"9,266.98",0.00,"-9,266.98",,100.00,
REPLACE LACTOSE FREE SMALL,422.00,0.00,,"3,934.27",0.00,"-3,934.27",,100.00,
REPLACE SKIMMED MILK LARGE,108.00,0.00,,0.00,0.00,0.00,,100.00,
REPLACE SKIMMED MILK MEDIUM,"1,053.00",0.00,,0.00,0.00,0.00,,100.00,
REPLACE SKIMMED MILK SMALL,541.00,0.00,,0.00,0.00,0.00,,100.00,
REPLACE SUGAR FREE ALMOND LARGE,2.00,"333.33",,"110.98",33.29,"222.35",,66.71,
REPLACE SUGAR FREE ALMOND MEDIUM,30.00,"4,093.69",,"1,109.80",27.11,"2,983.89",,72.89,
REPLACE SUGAR FREE ALMOND SMALL,15.00,"1,570.27",,"462.42",29.45,"1,107.85",,70.55,
REPLACE SUGAR FREE OAT LARGE,2.00,"333.33",,"100.69",30.21,"232.65",,69.79,
REPLACE SUGAR FREE OAT MEDIUM,29.00,"3,866.67",,"973.31",25.17,"2,893.35",,74.83,
REPLACE SUGAR FREE OAT SMALL,26.00,"2,600.00",,"727.19",27.97,"1,872.81",,72.03,
SALTED CARAMEL CREAM FRAPPE LARGE,1.00,"333.33",,"89.99",27.00,"243.34",,73.00,
SALTED CARAMEL CREAM FRAPPE MEDIUM,7.00,"2,066.67",,"549.57",26.59,"1,517.09",,73.41,
SALTED CARAMEL CREAM FRAPPE SMALL,11.00,"2,886.67",,"688.87",23.86,"2,197.79",,76.14,
SALTED CARAMEL FRAPPE MEDIUM,34.00,"10,033.33",,"3,271.87",32.61,"6,761.47",,67.39,
SALTED CARAMEL FRAPPE SMALL,12.00,"3,166.67",,"857.82",27.09,"2,308.84",,72.91,
STRAWBERRY CREAM FRAPP LARGE,31.00,"9,405.41",,"2,285.45",24.30,"7,119.95",,75.70,
STRAWBERRY CREAM FRAPP MEDIUM,222.00,"62,183.78",,"15,856.00",25.50,"46,327.78",,74.50,
STRAWBERRY CREAM FRAPP SMALL,152.00,"36,464.86",,"8,139.58",22.32,"28,325.28",,77.68,
STRAWBERRY DRIZZLE TOPPING,70.00,"2,356.76",,"527.58",22.39,"1,829.18",,77.61,
TOFFEENUT CREAM  FRAP LARGE,4.00,"1,333.33",,"298.96",22.42,"1,034.37",,77.58,
TOFFEENUT CREAM  FRAP MEDIUM,3.00,"880.00",,"202.35",22.99,"677.65",,77.01,
TOFFEENUT CREAM  FRAP SMALL,3.00,"786.67",,"150.73",19.16,"635.94",,80.84,
TOFFEENUT FRAP MEDIUM,6.00,"1,760.00",,"449.53",25.54,"1,310.47",,74.46,
TOFFEENUT FRAP SMALL,3.00,"780.00",,"178.72",22.91,"601.28",,77.09,
VANILLA CREAM FRAPP LARGE,15.00,"5,237.84",,"912.17",17.42,"4,325.67",,82.58,
VANILLA CREAM FRAPP MEDIUM,91.00,"26,983.78",,"5,324.47",19.73,"21,659.32",,80.27,
22-Jan-26,,,Years:2025 Month:0,,,,Page 66 of,, 396
Product Desc,Qty,Total Price,,Total Cost,Total Cost %,Total Profit,,Total Profit %,
VANILLA CREAM FRAPP SMALL,70.00,"18,477.48",,"3,057.96",16.55,"15,419.51",,83.45,
VANILLA FRAP SMALL,20.00,"4,666.67",,"1,060.34",22.72,"3,606.33",,77.28,
VANILLA FRAPP LARGE,7.00,"2,205.41",,"477.97",21.67,"1,727.43",,78.33,
VANILLA FRAPP MEDIUM,29.00,"7,827.03",,"1,913.45",24.45,"5,913.58",,75.55,
WHITE MOCHA CREAM FRAPP LARGE,8.00,"2,505.41",,"475.54",18.98,"2,029.87",,81.02,
WHITE MOCHA CREAM FRAPP MEDIUM,25.00,"6,947.75",,"1,428.53",20.56,"5,519.22",,79.44,
WHITE MOCHA CREAM FRAPP SMALL,14.00,"3,361.26",,"598.81",17.82,"2,762.45",,82.18,
WHITE MOCHA FRAPP LARGE,18.00,"5,400.00",,"1,204.42",22.30,"4,195.58",,77.70,
WHITE MOCHA FRAPP MEDIUM,95.00,"25,333.33",,"6,138.08",24.23,"19,195.25",,75.77,
WHITE MOCHA FRAPP SMALL,53.00,"11,433.33",,"2,761.52",24.15,"8,671.82",,75.85,
Total By Division:,"28,037.00","3,994,028.47",,"817,969.41",20.48,"3,176,059.06",,79.52,
GRAB&GO BEVERAGES,,,,,,,,,
APPLE JUICE,54.00,"9,000.00",,"3,535.13",39.28,"5,464.87",,60.72,
LEMON JUICE,111.00,"20,211.71",,"8,232.39",40.73,"11,979.32",,59.27,
MAWARDI JUICE,1.00,"252.25",,"65.47",25.95,"186.79",,74.05,
ORANGE JUICE,214.00,"36,094.59",,"14,009.58",38.81,"22,085.01",,61.19,
POMEGRANATE JUICE,0.00,0.00,,0.00,0.00,0.00,,100.00,
RIM SPARKLING WATER-250 ML,368.00,"21,698.02",,"7,747.92",35.71,"13,950.10",,64.29,
SAN BENEDETTO CLEMENTINE 330ML/24,142.00,"25,292.79",,"6,110.83",24.16,"19,181.97",,75.84,
SAN BENEDETTO GLASS 250ML/24,61.00,"9,536.94",,"2,487.07",26.08,"7,049.87",,73.92,
SAN BENEDETTO LEMON 330ML/24,111.00,"20,468.47",,"4,776.77",23.34,"15,691.70",,76.66,
WATER,"9,817.00","364,781.98",,"44,995.40",12.33,"319,786.57",,87.67,
Total By Division:,"10,879.00","507,336.75",,"91,960.55",18.13,"415,376.20",,81.87,
HOT BAR SECTION,,,,,,,,,
ADD ENGLISH BREAKFAST TEA BAG,1.00,"63.06",,"17.63",27.95,"45.43",,72.05,
ADD GREEN TEA BAG,1.00,"81.08",,"17.63",21.74,"63.45",,78.26,
AMERICAN COFFEE BEANS 250G,2.00,"1,066.67",,"477.33",44.75,"589.33",,55.25,
AMERICANO LARGE,101.00,"25,367.03",,"5,674.25",22.37,"19,692.78",,77.63,
AMERICANO MEDIUM,378.00,"83,856.76",,"17,384.57",20.73,"66,472.19",,79.27,
AMERICANO SMALL,571.00,"110,974.77",,"19,920.97",17.95,"91,053.81",,82.05,
BLACK COFFEE LARGE,21.00,"5,009.01",,"1,637.29",32.69,"3,371.72",,67.31,
BLACK COFFEE MEDIUM,94.00,"18,994.59",,"6,072.74",31.97,"12,921.85",,68.03,
BLACK COFFEE SMALL,154.00,"24,743.24",,"7,972.08",32.22,"16,771.16",,67.78,
BOMBAY CHAI BLACK TEA MEDIUM,26.00,"4,333.33",,"1,068.77",24.66,"3,264.57",,75.34,
CAPPUCCINO LARGE,36.00,"9,600.00",,"2,400.93",25.01,"7,199.07",,74.99,
22-Jan-26,,,Years:2025 Month:0,,,,Page 67 of,, 396
Product Desc,Qty,Total Price,,Total Cost,Total Cost %,Total Profit,,Total Profit %,
CAPPUCCINO MEDIUM,275.00,"62,925.77",,"12,194.94",19.38,"50,730.82",,80.62,
CAPPUCCINO SMALL,392.00,"77,083.42",,"12,341.81",16.01,"64,741.61",,83.99,
CARAMEL MACCHIATO LARGE,23.00,"6,900.00",,"1,873.55",27.15,"5,026.45",,72.85,
CARAMEL MACHIATO MEDIUM,250.00,"63,623.06",,"15,722.21",24.71,"47,900.85",,75.29,
CARAMEL MACHIATO SMALL,270.00,"59,515.77",,"11,808.82",19.84,"47,706.94",,80.16,
CLASSIC HOT CHOC MEDIUM,18.00,"4,872.79",,"1,167.28",23.96,"3,705.51",,76.04,
CLASSIC HOT CHOC SMALL,31.00,"7,042.34",,"1,548.19",21.98,"5,494.15",,78.02,
DOUBLE ESPRESSO,613.00,"112,137.30",,"12,864.94",11.47,"99,272.36",,88.53,
DOUBLE ESPRESSO MAC,12.00,"2,376.94",,"332.39",13.98,"2,044.54",,86.02,
DOUBLE LONGO,4.00,"830.27",,"112.97",13.61,"717.30",,86.39,
EARL GREY LAVENDER TEA MEDIUM,173.00,"15,756.76",,"6,407.61",40.67,"9,349.15",,59.33,
ENGLISH BREAKFAST TEA MEDIUM,75.00,"11,261.26",,"2,777.87",24.67,"8,483.40",,75.33,
ESPRESSO,376.00,"62,229.64",,"4,435.17",7.13,"57,794.47",,92.87,
FLAT WHITE,522.00,"58,381.26",,"19,307.98",33.07,"39,073.29",,66.93,
GOLDEN CHAMOMILE HERBAL TEA MEDIUM,80.00,"12,851.35",,"2,963.06",23.06,"9,888.29",,76.94,
HOT DOUBLE SHOT LARGE,10.00,"3,333.33",,"941.60",28.25,"2,391.73",,71.75,
HOT DOUBLE SHOT MEDIUM,18.00,"4,800.00",,"1,338.24",27.88,"3,461.76",,72.12,
HOT DOUBLE SHOT SMALL,31.00,"5,584.68",,"1,672.91",29.96,"3,911.77",,70.04,
HOT DOUBLE SHOT TOFFEE NUT MEDIUM,3.00,"900.00",,"277.82",30.87,"622.18",,69.13,
HOT DOUBLE SHOT TOFFEE NUT SMALL,2.00,"533.33",,"120.05",22.51,"413.28",,77.49,
HOUSE BLEND BEANS 250G,2.00,"1,254.05",,"492.25",39.25,"761.80",,60.75,
LATTE LARGE,111.00,"29,600.00",,"7,402.86",25.01,"22,197.14",,74.99,
LATTE MEDIUM,860.00,"195,652.88",,"43,909.66",22.44,"151,743.22",,77.56,
LATTE SMALL,"1,193.00","231,477.48",,"41,564.67",17.96,"189,912.81",,82.04,
MATCHA LATTE LARGE,19.00,"5,066.67",,"1,814.72",35.82,"3,251.95",,64.18,
MATCHA LATTE MEDIUM,169.00,"38,508.38",,"13,423.54",34.86,"25,084.84",,65.14,
MATCHA LATTE SMALL,90.00,"16,480.00",,"5,648.80",34.28,"10,831.20",,65.72,
MEDITERRANEAN CARAMEL TEA MEDIUM,1.00,"166.67",,"37.04",22.22,"129.63",,77.78,
MOCHA  LARGE,12.00,"3,882.88",,"1,144.05",29.46,"2,738.84",,70.54,
MOCHA MEDIUM,89.00,"22,743.06",,"6,653.32",29.25,"16,089.74",,70.75,
MOCHA SMALL,114.00,"24,744.41",,"6,109.61",24.69,"18,634.81",,75.31,
ORGANIC GREEN TEA MEDIUM,111.00,"15,013.51",,"4,111.24",27.38,"10,902.27",,72.62,
SALTED CARAMEL LATTE LARGE,3.00,"1,000.00",,"292.12",29.21,"707.88",,70.79,
SALTED CARAMEL LATTE MEDIUM,11.00,"2,933.33",,"823.99",28.09,"2,109.34",,71.91,
SALTED CARAMEL LATTE SMALL,7.00,"1,633.33",,"363.02",22.23,"1,270.31",,77.77,
22-Jan-26,,,Years:2025 Month:0,,,,Page 68 of,, 396
Product Desc,Qty,Total Price,,Total Cost,Total Cost %,Total Profit,,Total Profit %,
SIGNATURE HOT CHOCOLATE LARGE,21.00,"6,300.00",,"2,131.37",33.83,"4,168.63",,66.17,
SIGNATURE HOT CHOCOLATE MEDIUM,187.00,"50,385.59",,"15,871.55",31.50,"34,514.03",,68.50,
SIGNATURE HOT CHOCOLATE SMALL,277.00,"63,826.13",,"18,745.37",29.37,"45,080.75",,70.63,
SINGLE ESPRESSO MACC,14.00,"2,673.24",,"259.11",9.69,"2,414.13",,90.31,
SINGLE LONGO,14.00,"2,974.41",,"262.09",8.81,"2,712.33",,91.19,
SOUTHERN MINT HERBAL TEA MEDIUM,40.00,"6,666.67",,"1,496.64",22.45,"5,170.03",,77.55,
SPANISH LATTE MEDIUM,430.00,"127,128.65",,"30,775.63",24.21,"96,353.02",,75.79,
SPANISH LATTE SMALL,442.00,"111,965.59",,"22,365.84",19.98,"89,599.74",,80.02,
STEAMED MILK MEDIUM,6.00,"1,085.59",,"220.16",20.28,"865.43",,79.72,
STEAMED MILK SMALL,7.00,"933.33",,"205.35",22.00,"727.98",,78.00,
SWEET GINGER PEACH BLACK TEA MEDIUM,37.00,"6,000.00",,"1,370.41",22.84,"4,629.59",,77.16,
TOFFEE NUT LATTE LARGE,12.00,"4,000.00",,"1,227.40",30.69,"2,772.60",,69.31,
TOFFEE NUT LATTE MEDIUM,74.00,"19,863.06",,"6,042.90",30.42,"13,820.17",,69.58,
TOFFEE NUT LATTE SMALL,53.00,"12,366.67",,"3,204.13",25.91,"9,162.53",,74.09,
TRIPLE ESPRESSO,31.00,0.00,,"1,150.19",0.00,"-1,150.19",,100.00,
WHITE MOCHA LARGE,345.00,"103,782.88",,"29,030.00",27.97,"74,752.89",,72.03,
WHITE MOCHA MEDIUM,523.00,"133,209.73",,"34,707.45",26.05,"98,502.28",,73.95,
WHITE MOCHA SMALL,816.00,"113,782.34",,"39,165.52",34.42,"74,616.82",,65.58,
YIRGACHEFFE BEANS 250G,5.00,"3,333.33",,"1,491.67",44.75,"1,841.67",,55.25,
Total By Division:,"10,689.00","2,217,462.70",,"516,367.29",23.29,"1,701,095.42",,76.71,
Total By Category:,"49,605.00","671,882.79",,"1,426,297.24",21.23,"5,292,530.68",,78.77,
FOOD,,,,,,,,,
CINNAMON ROLLS,,,,,,,,,
CHOCOLATE ROLL LARGE,42.00,"14,180.18",,"2,464.90",17.38,"11,715.28",,82.62,
CLASSIC CINNAMON ROLL LARGE,"1,129.00","277,297.30",,"56,763.83",20.47,"220,533.47",,79.53,
EXTRA CREAM CHEESE FROSTING MIX,5.00,"166.67",,"49.34",29.60,"117.33",,70.40,
LOTUS ROLL,1.00,"366.67",,"61.05",16.65,"305.62",,83.35,
RED CINNAMON ROLL,4.00,"1,333.33",,"221.40",16.60,"1,111.93",,83.40,
Total By Division:,"1,181.00","293,344.14",,"59,560.51",20.30,"233,783.63",,79.70,
COFFEE PASTRY,,,,,,,,,
BLUEBERRY CHEESE CAKE,9.00,"3,756.76",,"2,217.81",59.04,"1,538.95",,40.96,
BLUEBERRY MUFFIN,69.00,"13,800.00",,"3,049.08",22.09,"10,750.92",,77.91,
BROWNIES CAKE,143.00,"23,833.33",,"9,385.57",39.38,"14,447.77",,60.62,
CARROT CAKE,5.00,"2,027.03",,"495.23",24.43,"1,531.79",,75.57,
CHOCOLATE SABLE,2.00,"466.67",,"238.67",51.14,"228.00",,48.86,
22-Jan-26,,,Years:2025 Month:0,,,,Page 69 of,, 396
Product Desc,Qty,Total Price,,Total Cost,Total Cost %,Total Profit,,Total Profit %,
DOUBLE CHOCOLATE MUFFIN,138.00,"27,600.00",,"6,480.35",23.48,"21,119.65",,76.52,
FRAMBOISE CHEESE CAKE,70.00,"25,351.35",,"16,978.15",66.97,"8,373.20",,33.03,
LAZY CAKE,151.00,"45,300.00",,"22,524.17",49.72,"22,775.83",,50.28,
LOTUS CHEESE CAKE,92.00,"34,702.70",,"22,183.43",63.92,"12,519.28",,36.08,
ORANGE CAKE,2.00,"600.00",,"121.87",20.31,"478.13",,79.69,
RED VELVET CAKE,64.00,"20,704.50",,"9,546.67",46.11,"11,157.84",,53.89,
RED VELVET MUFFIN_,11.00,"2,200.00",,"430.00",19.55,"1,770.00",,80.45,
VANILLA MUFFIN,1.00,"200.00",,"26.36",13.18,"173.64",,86.82,
Total By Division:,757.00,"200,542.34",,"93,677.34",46.71,"106,865.00",,53.29,
COOKIES,,,,,,,,,
NY STYLE COOKIE - CHOCOLATE CHIP WALNUT,138.00,"46,000.00",,"12,351.00",26.85,"33,649.00",,73.15,
NY STYLE COOKIE - DOUBLE CHOCOLATE,9.00,"3,000.00",,"805.50",26.85,"2,194.50",,73.15,
Total By Division:,147.00,"49,000.00",,"13,156.50",26.85,"35,843.50",,73.15,
CROISSANT,,,,,,,,,
CHEESE CROISSANT,229.00,"45,800.00",,"19,129.13",41.77,"26,670.87",,58.23,
CHOCOLATE CROISSANT,145.00,"29,000.00",,"12,112.33",41.77,"16,887.67",,58.23,
PLAIN CROISSANT,2.00,"400.00",,"145.71",36.43,"254.29",,63.57,
THYME CROISSANT,94.00,"18,870.27",,"7,291.27",38.64,"11,579.00",,61.36,
Total By Division:,470.00,"94,070.27",,"38,678.44",41.12,"55,391.83",,58.88,
FRENCH PASTRY,,,,,,,,,
CHOCOLATE SALTED CAKE,59.00,"21,023.42",,"8,448.80",40.19,"12,574.62",,59.81,
ECLAIR CARAMEL,1.00,"233.33",,"131.27",56.26,"102.07",,43.74,
ECLAIR ORIGINAL,45.00,"10,500.00",,"5,907.00",56.26,"4,593.00",,43.74,
FONDANT AU CHOCOLAT,109.00,"39,855.86",,"22,762.83",57.11,"17,093.02",,42.89,
MACARONS,100.00,"26,666.67",,"14,663.08",54.99,"12,003.58",,45.01,
Total By Division:,314.00,"98,279.28",,"51,912.98",52.82,"46,366.30",,47.18,
FROZEN YOGHURT,,,,,,,,,
BLUEBERRIES,127.00,"8,632.43",,"3,788.83",43.89,"4,843.60",,56.11,
BLUEBERRIES COMBO,"4,261.00",0.00,,"127,119.83",0.00,"-127,119.83",,100.00,
BLUEBERRY YOGHURT COMBO MEDIUM,278.50,"127,327.03",,"23,636.40",18.56,"103,690.63",,81.44,
BLUEBERRY YOGHURT COMBO SMALL,864.50,"326,430.63",,"55,840.25",17.11,"270,590.38",,82.89,
BLUEBERRY YOGHURT COMBO X-LARGE,21.50,"12,977.48",,"2,955.39",22.77,"10,022.09",,77.23,
BLUEBERRY YOGHURT MEDIUM,2.50,"995.50",,"212.18",21.31,"783.32",,78.69,
BLUEBERRY YOGHURT SMALL,8.70,"3,317.12",,"561.96",16.94,"2,755.16",,83.06,
22-Jan-26,,,Years:2025 Month:0,,,,Page 70 of,, 396
Product Desc,Qty,Total Price,,Total Cost,Total Cost %,Total Profit,,Total Profit %,
BROWNIES,13.00,"866.67",,"240.15",27.71,"626.52",,72.29,
BROWNIES COMBO,911.00,0.00,,"16,828.72",0.00,"-16,828.72",,100.00,
CHOCOLATE CHIPS,79.00,"5,349.55",,"704.69",13.17,"4,644.86",,86.83,
CHOCOLATE CHIPS COMBO,"1,914.00",0.00,,"17,073.20",0.00,"-17,073.20",,100.00,
CHOCOLATE CRUNCH,795.50,"85,981.53",,"37,799.27",43.96,"48,182.26",,56.04,
CHOCOLATE QUELLA,193.00,"23,658.56",,"6,375.22",26.95,"17,283.34",,73.05,
CHOCOLATE QUELLA CRUNCH,66.00,"6,600.00",,"3,851.84",58.36,"2,748.16",,41.64,
CHOCOLATE YOGHURT COMBO MEDIUM,39.50,"23,130.63",,"2,973.29",12.85,"20,157.34",,87.15,
CHOCOLATE YOGHURT COMBO SMALL,162.50,"67,074.77",,"9,326.62",13.90,"57,748.16",,86.10,
CHOCOLATE YOGHURT COMBO X-LARGE,2.00,"1,531.53",,"244.21",15.95,"1,287.32",,84.05,
CHOCOLATE YOGHURT SMALL,4.00,"1,801.80",,"229.58",12.74,"1,572.22",,87.26,
CRUMBOLE PISTACHIO,48.00,"4,800.00",,"2,702.18",56.30,"2,097.82",,43.70,
CRUMBOLE RED BERRIES,49.00,"4,900.00",,"1,752.45",35.76,"3,147.55",,64.24,
GRANOLLA,14.00,"956.76",,"74.82",7.82,"881.93",,92.18,
GRANOLLA COMBO,"1,334.00",0.00,,"7,129.47",0.00,"-7,129.47",,100.00,
GUMMY BEARS,30.00,"2,163.96",,"221.51",10.24,"1,942.45",,89.76,
GUMMY BEARS COMBO,"1,430.00",0.00,,"10,558.76",0.00,"-10,558.76",,100.00,
HONEY,91.00,"6,978.38",,"817.64",11.72,"6,160.73",,88.28,
HONEY COMBO,60.00,0.00,,"539.11",0.00,"-539.11",,100.00,
LOTUS BISCUIT COMBO,"1,717.00",0.00,,"18,725.65",0.00,"-18,725.65",,100.00,
LOTUS BISCUITS,51.00,"3,446.85",,"556.21",16.14,"2,890.64",,83.86,
LOTUS YOGHURT COMBO MEDIUM,109.50,"43,800.00",,"13,955.68",31.86,"29,844.32",,68.14,
LOTUS YOGHURT COMBO SMALL,412.90,"116,133.33",,"39,855.83",34.32,"76,277.50",,65.68,
LOTUS YOGHURT COMBO X-LARGE,10.50,"5,600.00",,"2,158.65",38.55,"3,441.35",,61.45,
LOTUS YOGHURT SMALL,1.00,"300.00",,"96.53",32.18,"203.47",,67.82,
MANGO,98.00,"7,072.07",,"1,203.49",17.02,"5,868.59",,82.98,
MANGO COMBO,"3,958.00",0.00,,"48,606.06",0.00,"-48,606.06",,100.00,
MANGO YOGHURT COMBO MEDIUM,673.10,"279,757.39",,"57,533.95",20.57,"222,223.44",,79.43,
MANGO YOGHURT COMBO SMALL,"2,392.00","769,090.09",,"155,591.97",20.23,"613,498.12",,79.77,
MANGO YOGHURT COMBO X-LARGE,45.00,"24,929.28",,"6,229.31",24.99,"18,699.97",,75.01,
MANGO YOGHURT MEDIUM,10.50,"3,693.24",,"897.50",24.30,"2,795.74",,75.70,
MANGO YOGHURT SMALL,28.50,"7,993.69",,"1,853.83",23.19,"6,139.86",,76.81,
MANGO YOGHURT X-LARGE,1.00,"466.67",,"138.43",29.66,"328.24",,70.34,
MARSHMALLOW,47.00,"3,297.30",,"280.43",8.50,"3,016.86",,91.50,
MARSHMALLOW COMBO,"2,466.00",0.00,,"14,713.80",0.00,"-14,713.80",,100.00,
MIXED NUTS,13.00,"866.67",,"200.12",23.09,"666.54",,76.91,
22-Jan-26,,,Years:2025 Month:0,,,,Page 71 of,, 396
Product Desc,Qty,Total Price,,Total Cost,Total Cost %,Total Profit,,Total Profit %,
MIXED NUTS COMBO,358.00,0.00,,"5,511.05",0.00,"-5,511.05",,100.00,
OATS,3.00,"200.00",,"6.89",3.45,"193.11",,96.55,
OATS COMBO,67.00,0.00,,"153.91",0.00,"-153.91",,100.00,
OREO,44.00,"3,003.60",,"361.31",12.03,"2,642.29",,87.97,
OREO COMBO,"2,023.00",0.00,,"16,612.06",0.00,"-16,612.06",,100.00,
OREO CREAM YOGHURT COMBO MEDIUM,244.00,"94,216.67",,"24,453.36",25.95,"69,763.30",,74.05,
OREO CREAM YOGHURT COMBO SMALL,658.00,"210,050.00",,"50,076.29",23.84,"159,973.71",,76.16,
OREO CREAM YOGHURT COMBO X-LARGE,30.50,"15,816.67",,"4,941.53",31.24,"10,875.14",,68.76,
OREO CREAM YOGHURT MEDIUM,5.50,"1,716.67",,"551.20",32.11,"1,165.46",,67.89,
OREO CREAM YOGHURT SMALL,12.00,"3,350.00",,"913.25",27.26,"2,436.75",,72.74,
OREO CREAM YOGHURT X-LARGE,1.00,"466.67",,"162.02",34.72,"304.65",,65.28,
ORIGINAL YOGHURT COMBO MEDIUM,503.00,"220,918.02",,"50,748.25",22.97,"170,169.77",,77.03,
ORIGINAL YOGHURT COMBO SMALL,"1,668.00","600,789.19",,"127,782.34",21.27,"473,006.85",,78.73,
ORIGINAL YOGHURT COMBO X-LARGE,53.50,"29,179.73",,"8,725.48",29.90,"20,454.25",,70.10,
ORIGINAL YOGHURT MEDIUM,7.00,"2,526.58",,"706.24",27.95,"1,820.34",,72.05,
ORIGINAL YOGHURT SMALL,23.50,"6,908.56",,"1,800.29",26.06,"5,108.27",,73.94,
ORIGINAL YOGHURT X-LARGE,3.00,"1,400.00",,"489.28",34.95,"910.72",,65.05,
